"Data_Source","Sample_ID","Pathology","Gender","Super_Population","Population"
"1000 Genomes","NA12272","Control","Male","EUR","CEU"
"1000 Genomes","NA12273","Control","Female","EUR","CEU"
"1000 Genomes","NA12275","Control","Female","EUR","CEU"
"1000 Genomes","NA12003","Control","Male","EUR","CEU"
"1000 Genomes","NA12004","Control","Female","EUR","CEU"
"1000 Genomes","NA12005","Control","Male","EUR","CEU"
"1000 Genomes","NA12006","Control","Female","EUR","CEU"
"1000 Genomes","NA12286","Control","Male","EUR","CEU"
"1000 Genomes","NA12287","Control","Female","EUR","CEU"
"1000 Genomes","NA12282","Control","Male","EUR","CEU"
"1000 Genomes","NA12283","Control","Female","EUR","CEU"
"1000 Genomes","NA11918","Control","Female","EUR","CEU"
"1000 Genomes","NA11919","Control","Male","EUR","CEU"
"1000 Genomes","NA11920","Control","Female","EUR","CEU"
"1000 Genomes","NA11930","Control","Male","EUR","CEU"
"1000 Genomes","NA11931","Control","Female","EUR","CEU"
"1000 Genomes","NA11932","Control","Male","EUR","CEU"
"1000 Genomes","NA11933","Control","Female","EUR","CEU"
"1000 Genomes","NA12748","Control","Male","EUR","CEU"
"1000 Genomes","NA12749","Control","Female","EUR","CEU"
"1000 Genomes","NA12750","Control","Male","EUR","CEU"
"1000 Genomes","NA12751","Control","Female","EUR","CEU"
"1000 Genomes","NA12760","Control","Male","EUR","CEU"
"1000 Genomes","NA12761","Control","Female","EUR","CEU"
"1000 Genomes","NA12762","Control","Male","EUR","CEU"
"1000 Genomes","NA12763","Control","Female","EUR","CEU"
"1000 Genomes","NA12775","Control","Male","EUR","CEU"
"1000 Genomes","NA12776","Control","Female","EUR","CEU"
"1000 Genomes","NA12777","Control","Male","EUR","CEU"
"1000 Genomes","NA12778","Control","Female","EUR","CEU"
"1000 Genomes","NA12812","Control","Male","EUR","CEU"
"1000 Genomes","NA12813","Control","Female","EUR","CEU"
"1000 Genomes","NA12814","Control","Male","EUR","CEU"
"1000 Genomes","NA12815","Control","Female","EUR","CEU"
"1000 Genomes","NA12827","Control","Male","EUR","CEU"
"1000 Genomes","NA12828","Control","Female","EUR","CEU"
"1000 Genomes","NA12829","Control","Male","EUR","CEU"
"1000 Genomes","NA12830","Control","Female","EUR","CEU"
"1000 Genomes","NA12842","Control","Male","EUR","CEU"
"1000 Genomes","NA12843","Control","Female","EUR","CEU"
"1000 Genomes","NA12872","Control","Male","EUR","CEU"
"1000 Genomes","NA12873","Control","Female","EUR","CEU"
"1000 Genomes","NA12874","Control","Male","EUR","CEU"
"1000 Genomes","NA12878","Control","Female","EUR","CEU"
"1000 Genomes","NA12889","Control","Male","EUR","CEU"
"1000 Genomes","NA12890","Control","Female","EUR","CEU"
"1000 Genomes","NA18525","Control","Female","EAS","CHB"
"1000 Genomes","NA18526","Control","Female","EAS","CHB"
"1000 Genomes","NA18528","Control","Female","EAS","CHB"
"1000 Genomes","NA18530","Control","Male","EAS","CHB"
"1000 Genomes","NA18531","Control","Female","EAS","CHB"
"1000 Genomes","NA18532","Control","Female","EAS","CHB"
"1000 Genomes","NA18533","Control","Female","EAS","CHB"
"1000 Genomes","NA18534","Control","Male","EAS","CHB"
"1000 Genomes","NA18535","Control","Female","EAS","CHB"
"1000 Genomes","NA18536","Control","Male","EAS","CHB"
"1000 Genomes","NA18537","Control","Female","EAS","CHB"
"1000 Genomes","NA18538","Control","Female","EAS","CHB"
"1000 Genomes","NA18539","Control","Female","EAS","CHB"
"1000 Genomes","NA18541","Control","Female","EAS","CHB"
"1000 Genomes","NA18542","Control","Female","EAS","CHB"
"1000 Genomes","NA18543","Control","Male","EAS","CHB"
"1000 Genomes","NA18544","Control","Male","EAS","CHB"
"1000 Genomes","NA18545","Control","Female","EAS","CHB"
"1000 Genomes","NA18546","Control","Male","EAS","CHB"
"1000 Genomes","NA18547","Control","Female","EAS","CHB"
"1000 Genomes","NA18548","Control","Male","EAS","CHB"
"1000 Genomes","NA18549","Control","Male","EAS","CHB"
"1000 Genomes","NA18550","Control","Female","EAS","CHB"
"1000 Genomes","NA18552","Control","Female","EAS","CHB"
"1000 Genomes","NA18553","Control","Female","EAS","CHB"
"1000 Genomes","NA18555","Control","Female","EAS","CHB"
"1000 Genomes","NA18557","Control","Male","EAS","CHB"
"1000 Genomes","NA18558","Control","Male","EAS","CHB"
"1000 Genomes","NA18559","Control","Male","EAS","CHB"
"1000 Genomes","NA18560","Control","Female","EAS","CHB"
"1000 Genomes","NA18561","Control","Male","EAS","CHB"
"1000 Genomes","NA18562","Control","Male","EAS","CHB"
"1000 Genomes","NA18563","Control","Male","EAS","CHB"
"1000 Genomes","NA18564","Control","Female","EAS","CHB"
"1000 Genomes","NA18565","Control","Female","EAS","CHB"
"1000 Genomes","NA18566","Control","Female","EAS","CHB"
"1000 Genomes","NA18567","Control","Female","EAS","CHB"
"1000 Genomes","NA18570","Control","Female","EAS","CHB"
"1000 Genomes","NA18571","Control","Female","EAS","CHB"
"1000 Genomes","NA18572","Control","Male","EAS","CHB"
"1000 Genomes","NA18573","Control","Female","EAS","CHB"
"1000 Genomes","NA18574","Control","Female","EAS","CHB"
"1000 Genomes","NA18577","Control","Female","EAS","CHB"
"1000 Genomes","NA18579","Control","Female","EAS","CHB"
"1000 Genomes","NA18582","Control","Female","EAS","CHB"
"1000 Genomes","NA18591","Control","Female","EAS","CHB"
"1000 Genomes","NA18592","Control","Female","EAS","CHB"
"1000 Genomes","NA18593","Control","Female","EAS","CHB"
"1000 Genomes","NA18595","Control","Female","EAS","CHB"
"1000 Genomes","NA18596","Control","Female","EAS","CHB"
"1000 Genomes","NA18597","Control","Female","EAS","CHB"
"1000 Genomes","NA18599","Control","Female","EAS","CHB"
"1000 Genomes","NA18602","Control","Female","EAS","CHB"
"1000 Genomes","NA18603","Control","Male","EAS","CHB"
"1000 Genomes","NA18605","Control","Male","EAS","CHB"
"1000 Genomes","NA18606","Control","Male","EAS","CHB"
"1000 Genomes","NA18608","Control","Male","EAS","CHB"
"1000 Genomes","NA18609","Control","Male","EAS","CHB"
"1000 Genomes","NA18610","Control","Female","EAS","CHB"
"1000 Genomes","NA18611","Control","Male","EAS","CHB"
"1000 Genomes","NA18612","Control","Male","EAS","CHB"
"1000 Genomes","NA18613","Control","Male","EAS","CHB"
"1000 Genomes","NA18614","Control","Female","EAS","CHB"
"1000 Genomes","NA18615","Control","Female","EAS","CHB"
"1000 Genomes","NA18616","Control","Female","EAS","CHB"
"1000 Genomes","NA18617","Control","Female","EAS","CHB"
"1000 Genomes","NA18618","Control","Female","EAS","CHB"
"1000 Genomes","NA18619","Control","Female","EAS","CHB"
"1000 Genomes","NA18620","Control","Male","EAS","CHB"
"1000 Genomes","NA18621","Control","Male","EAS","CHB"
"1000 Genomes","NA18622","Control","Male","EAS","CHB"
"1000 Genomes","NA18623","Control","Male","EAS","CHB"
"1000 Genomes","NA18624","Control","Male","EAS","CHB"
"1000 Genomes","NA18625","Control","Female","EAS","CHB"
"1000 Genomes","NA18626","Control","Female","EAS","CHB"
"1000 Genomes","NA18627","Control","Female","EAS","CHB"
"1000 Genomes","NA18628","Control","Female","EAS","CHB"
"1000 Genomes","NA18629","Control","Male","EAS","CHB"
"1000 Genomes","NA18630","Control","Female","EAS","CHB"
"1000 Genomes","NA18631","Control","Female","EAS","CHB"
"1000 Genomes","NA18632","Control","Male","EAS","CHB"
"1000 Genomes","NA18633","Control","Male","EAS","CHB"
"1000 Genomes","NA18634","Control","Female","EAS","CHB"
"1000 Genomes","NA18635","Control","Male","EAS","CHB"
"1000 Genomes","NA18636","Control","Male","EAS","CHB"
"1000 Genomes","NA18637","Control","Male","EAS","CHB"
"1000 Genomes","NA18638","Control","Male","EAS","CHB"
"1000 Genomes","NA18639","Control","Male","EAS","CHB"
"1000 Genomes","NA18640","Control","Female","EAS","CHB"
"1000 Genomes","NA18641","Control","Female","EAS","CHB"
"1000 Genomes","NA18642","Control","Female","EAS","CHB"
"1000 Genomes","NA18643","Control","Male","EAS","CHB"
"1000 Genomes","NA18644","Control","Female","EAS","CHB"
"1000 Genomes","NA18645","Control","Male","EAS","CHB"
"1000 Genomes","NA18646","Control","Female","EAS","CHB"
"1000 Genomes","NA18647","Control","Male","EAS","CHB"
"1000 Genomes","NA18648","Control","Male","EAS","CHB"
"1000 Genomes","NA18740","Control","Male","EAS","CHB"
"1000 Genomes","NA18745","Control","Male","EAS","CHB"
"1000 Genomes","NA18747","Control","Male","EAS","CHB"
"1000 Genomes","NA18748","Control","Male","EAS","CHB"
"1000 Genomes","NA18749","Control","Male","EAS","CHB"
"1000 Genomes","NA18757","Control","Male","EAS","CHB"
"1000 Genomes","HG00403","Control","Male","EAS","CHS"
"1000 Genomes","HG00404","Control","Female","EAS","CHS"
"1000 Genomes","HG00406","Control","Male","EAS","CHS"
"1000 Genomes","HG00407","Control","Female","EAS","CHS"
"1000 Genomes","HG00409","Control","Male","EAS","CHS"
"1000 Genomes","HG00410","Control","Female","EAS","CHS"
"1000 Genomes","HG00419","Control","Female","EAS","CHS"
"1000 Genomes","HG00421","Control","Male","EAS","CHS"
"1000 Genomes","HG00422","Control","Female","EAS","CHS"
"1000 Genomes","HG00428","Control","Female","EAS","CHS"
"1000 Genomes","HG00436","Control","Male","EAS","CHS"
"1000 Genomes","HG00437","Control","Female","EAS","CHS"
"1000 Genomes","HG00442","Control","Male","EAS","CHS"
"1000 Genomes","HG00443","Control","Female","EAS","CHS"
"1000 Genomes","HG00445","Control","Male","EAS","CHS"
"1000 Genomes","HG00446","Control","Female","EAS","CHS"
"1000 Genomes","HG00448","Control","Male","EAS","CHS"
"1000 Genomes","HG00449","Control","Female","EAS","CHS"
"1000 Genomes","HG00451","Control","Male","EAS","CHS"
"1000 Genomes","HG00452","Control","Female","EAS","CHS"
"1000 Genomes","HG00457","Control","Male","EAS","CHS"
"1000 Genomes","HG00458","Control","Female","EAS","CHS"
"1000 Genomes","HG00463","Control","Male","EAS","CHS"
"1000 Genomes","HG00464","Control","Female","EAS","CHS"
"1000 Genomes","HG00472","Control","Male","EAS","CHS"
"1000 Genomes","HG00473","Control","Female","EAS","CHS"
"1000 Genomes","HG00475","Control","Male","EAS","CHS"
"1000 Genomes","HG00476","Control","Female","EAS","CHS"
"1000 Genomes","HG00478","Control","Male","EAS","CHS"
"1000 Genomes","HG00479","Control","Female","EAS","CHS"
"1000 Genomes","HG00500","Control","Male","EAS","CHS"
"1000 Genomes","HG00513","Control","Female","EAS","CHS"
"1000 Genomes","HG00524","Control","Male","EAS","CHS"
"1000 Genomes","HG00525","Control","Female","EAS","CHS"
"1000 Genomes","HG00530","Control","Male","EAS","CHS"
"1000 Genomes","HG00531","Control","Female","EAS","CHS"
"1000 Genomes","HG00533","Control","Male","EAS","CHS"
"1000 Genomes","HG00534","Control","Female","EAS","CHS"
"1000 Genomes","HG00536","Control","Male","EAS","CHS"
"1000 Genomes","HG00537","Control","Female","EAS","CHS"
"1000 Genomes","HG00542","Control","Male","EAS","CHS"
"1000 Genomes","HG00543","Control","Female","EAS","CHS"
"1000 Genomes","HG00556","Control","Male","EAS","CHS"
"1000 Genomes","HG00557","Control","Female","EAS","CHS"
"1000 Genomes","HG00559","Control","Male","EAS","CHS"
"1000 Genomes","HG00560","Control","Female","EAS","CHS"
"1000 Genomes","HG00565","Control","Male","EAS","CHS"
"1000 Genomes","HG00566","Control","Female","EAS","CHS"
"1000 Genomes","HG00580","Control","Male","EAS","CHS"
"1000 Genomes","HG00581","Control","Female","EAS","CHS"
"1000 Genomes","HG00583","Control","Male","EAS","CHS"
"1000 Genomes","HG00584","Control","Female","EAS","CHS"
"1000 Genomes","HG00589","Control","Male","EAS","CHS"
"1000 Genomes","HG00590","Control","Female","EAS","CHS"
"1000 Genomes","HG00592","Control","Male","EAS","CHS"
"1000 Genomes","HG00593","Control","Female","EAS","CHS"
"1000 Genomes","HG00595","Control","Male","EAS","CHS"
"1000 Genomes","HG00596","Control","Female","EAS","CHS"
"1000 Genomes","HG00598","Control","Male","EAS","CHS"
"1000 Genomes","HG00599","Control","Female","EAS","CHS"
"1000 Genomes","HG00607","Control","Male","EAS","CHS"
"1000 Genomes","HG00608","Control","Female","EAS","CHS"
"1000 Genomes","HG00610","Control","Male","EAS","CHS"
"1000 Genomes","HG00611","Control","Female","EAS","CHS"
"1000 Genomes","HG00613","Control","Male","EAS","CHS"
"1000 Genomes","HG00614","Control","Female","EAS","CHS"
"1000 Genomes","HG00619","Control","Male","EAS","CHS"
"1000 Genomes","HG00620","Control","Female","EAS","CHS"
"1000 Genomes","HG00622","Control","Male","EAS","CHS"
"1000 Genomes","HG00623","Control","Female","EAS","CHS"
"1000 Genomes","HG00625","Control","Male","EAS","CHS"
"1000 Genomes","HG00626","Control","Female","EAS","CHS"
"1000 Genomes","HG00628","Control","Male","EAS","CHS"
"1000 Genomes","HG00629","Control","Female","EAS","CHS"
"1000 Genomes","HG00631","Control","Male","EAS","CHS"
"1000 Genomes","HG00632","Control","Female","EAS","CHS"
"1000 Genomes","HG00634","Control","Male","EAS","CHS"
"1000 Genomes","HG00650","Control","Male","EAS","CHS"
"1000 Genomes","HG00651","Control","Female","EAS","CHS"
"1000 Genomes","HG00653","Control","Male","EAS","CHS"
"1000 Genomes","HG00654","Control","Female","EAS","CHS"
"1000 Genomes","HG00662","Control","Male","EAS","CHS"
"1000 Genomes","HG00663","Control","Female","EAS","CHS"
"1000 Genomes","HG00671","Control","Male","EAS","CHS"
"1000 Genomes","HG00672","Control","Female","EAS","CHS"
"1000 Genomes","HG00674","Control","Male","EAS","CHS"
"1000 Genomes","HG00675","Control","Female","EAS","CHS"
"1000 Genomes","HG00683","Control","Male","EAS","CHS"
"1000 Genomes","HG00684","Control","Female","EAS","CHS"
"1000 Genomes","HG00689","Control","Male","EAS","CHS"
"1000 Genomes","HG00690","Control","Female","EAS","CHS"
"1000 Genomes","HG00692","Control","Male","EAS","CHS"
"1000 Genomes","HG00693","Control","Female","EAS","CHS"
"1000 Genomes","HG00698","Control","Male","EAS","CHS"
"1000 Genomes","HG00699","Control","Female","EAS","CHS"
"1000 Genomes","HG00656","Control","Male","EAS","CHS"
"1000 Genomes","HG00657","Control","Female","EAS","CHS"
"1000 Genomes","HG00701","Control","Male","EAS","CHS"
"1000 Genomes","HG00704","Control","Male","EAS","CHS"
"1000 Genomes","HG00705","Control","Female","EAS","CHS"
"1000 Genomes","HG00707","Control","Male","EAS","CHS"
"1000 Genomes","HG00708","Control","Female","EAS","CHS"
"1000 Genomes","HG00717","Control","Female","EAS","CHS"
"1000 Genomes","HG00728","Control","Male","EAS","CHS"
"1000 Genomes","HG00729","Control","Female","EAS","CHS"
"1000 Genomes","HG01119","Control","Female","AMR","CLM"
"1000 Genomes","HG01121","Control","Male","AMR","CLM"
"1000 Genomes","HG01122","Control","Female","AMR","CLM"
"1000 Genomes","HG01112","Control","Male","AMR","CLM"
"1000 Genomes","HG01113","Control","Female","AMR","CLM"
"1000 Genomes","HG01124","Control","Male","AMR","CLM"
"1000 Genomes","HG01125","Control","Female","AMR","CLM"
"1000 Genomes","HG01130","Control","Male","AMR","CLM"
"1000 Genomes","HG01131","Control","Female","AMR","CLM"
"1000 Genomes","HG01133","Control","Male","AMR","CLM"
"1000 Genomes","HG01134","Control","Female","AMR","CLM"
"1000 Genomes","HG01136","Control","Male","AMR","CLM"
"1000 Genomes","HG01137","Control","Female","AMR","CLM"
"1000 Genomes","HG01139","Control","Male","AMR","CLM"
"1000 Genomes","HG01140","Control","Female","AMR","CLM"
"1000 Genomes","HG01142","Control","Male","AMR","CLM"
"1000 Genomes","HG01148","Control","Male","AMR","CLM"
"1000 Genomes","HG01149","Control","Female","AMR","CLM"
"1000 Genomes","HG01250","Control","Male","AMR","CLM"
"1000 Genomes","HG01251","Control","Female","AMR","CLM"
"1000 Genomes","HG01253","Control","Male","AMR","CLM"
"1000 Genomes","HG01254","Control","Female","AMR","CLM"
"1000 Genomes","HG01256","Control","Male","AMR","CLM"
"1000 Genomes","HG01257","Control","Female","AMR","CLM"
"1000 Genomes","HG01259","Control","Male","AMR","CLM"
"1000 Genomes","HG01260","Control","Female","AMR","CLM"
"1000 Genomes","HG01269","Control","Female","AMR","CLM"
"1000 Genomes","HG01271","Control","Male","AMR","CLM"
"1000 Genomes","HG01272","Control","Female","AMR","CLM"
"1000 Genomes","HG01275","Control","Female","AMR","CLM"
"1000 Genomes","HG01277","Control","Male","AMR","CLM"
"1000 Genomes","HG01280","Control","Male","AMR","CLM"
"1000 Genomes","HG01281","Control","Female","AMR","CLM"
"1000 Genomes","HG01284","Control","Female","AMR","CLM"
"1000 Genomes","HG01341","Control","Male","AMR","CLM"
"1000 Genomes","HG01342","Control","Female","AMR","CLM"
"1000 Genomes","HG01344","Control","Male","AMR","CLM"
"1000 Genomes","HG01345","Control","Female","AMR","CLM"
"1000 Genomes","HG01348","Control","Female","AMR","CLM"
"1000 Genomes","HG01350","Control","Male","AMR","CLM"
"1000 Genomes","HG01351","Control","Female","AMR","CLM"
"1000 Genomes","HG01353","Control","Male","AMR","CLM"
"1000 Genomes","HG01354","Control","Female","AMR","CLM"
"1000 Genomes","HG01356","Control","Male","AMR","CLM"
"1000 Genomes","HG01357","Control","Female","AMR","CLM"
"1000 Genomes","HG01359","Control","Male","AMR","CLM"
"1000 Genomes","HG01360","Control","Female","AMR","CLM"
"1000 Genomes","HG01362","Control","Male","AMR","CLM"
"1000 Genomes","HG01363","Control","Female","AMR","CLM"
"1000 Genomes","HG01365","Control","Male","AMR","CLM"
"1000 Genomes","HG01366","Control","Female","AMR","CLM"
"1000 Genomes","HG01369","Control","Female","AMR","CLM"
"1000 Genomes","HG01372","Control","Female","AMR","CLM"
"1000 Genomes","HG01374","Control","Male","AMR","CLM"
"1000 Genomes","HG01375","Control","Female","AMR","CLM"
"1000 Genomes","HG01377","Control","Male","AMR","CLM"
"1000 Genomes","HG01378","Control","Female","AMR","CLM"
"1000 Genomes","HG01383","Control","Male","AMR","CLM"
"1000 Genomes","HG01384","Control","Female","AMR","CLM"
"1000 Genomes","HG01389","Control","Male","AMR","CLM"
"1000 Genomes","HG01390","Control","Female","AMR","CLM"
"1000 Genomes","HG01431","Control","Male","AMR","CLM"
"1000 Genomes","HG01432","Control","Female","AMR","CLM"
"1000 Genomes","HG01435","Control","Female","AMR","CLM"
"1000 Genomes","HG01437","Control","Male","AMR","CLM"
"1000 Genomes","HG01438","Control","Female","AMR","CLM"
"1000 Genomes","HG01441","Control","Female","AMR","CLM"
"1000 Genomes","HG01440","Control","Male","AMR","CLM"
"1000 Genomes","HG01443","Control","Male","AMR","CLM"
"1000 Genomes","HG01444","Control","Female","AMR","CLM"
"1000 Genomes","HG01447","Control","Female","AMR","CLM"
"1000 Genomes","HG01455","Control","Male","AMR","CLM"
"1000 Genomes","HG01456","Control","Female","AMR","CLM"
"1000 Genomes","HG01459","Control","Female","AMR","CLM"
"1000 Genomes","HG01461","Control","Male","AMR","CLM"
"1000 Genomes","HG01462","Control","Female","AMR","CLM"
"1000 Genomes","HG01464","Control","Male","AMR","CLM"
"1000 Genomes","HG01465","Control","Female","AMR","CLM"
"1000 Genomes","HG01468","Control","Female","AMR","CLM"
"1000 Genomes","HG01474","Control","Female","AMR","CLM"
"1000 Genomes","HG01479","Control","Male","AMR","CLM"
"1000 Genomes","HG01485","Control","Male","AMR","CLM"
"1000 Genomes","HG01486","Control","Female","AMR","CLM"
"1000 Genomes","HG01488","Control","Male","AMR","CLM"
"1000 Genomes","HG01489","Control","Female","AMR","CLM"
"1000 Genomes","HG01491","Control","Male","AMR","CLM"
"1000 Genomes","HG01492","Control","Female","AMR","CLM"
"1000 Genomes","HG01494","Control","Male","AMR","CLM"
"1000 Genomes","HG01495","Control","Female","AMR","CLM"
"1000 Genomes","HG01497","Control","Male","AMR","CLM"
"1000 Genomes","HG01498","Control","Female","AMR","CLM"
"1000 Genomes","HG01550","Control","Male","AMR","CLM"
"1000 Genomes","HG01551","Control","Female","AMR","CLM"
"1000 Genomes","HG01556","Control","Male","AMR","CLM"
"1000 Genomes","HG02922","Control","Female","AFR","ESN"
"1000 Genomes","HG02923","Control","Male","AFR","ESN"
"1000 Genomes","HG03499","Control","Female","AFR","ESN"
"1000 Genomes","HG03511","Control","Female","AFR","ESN"
"1000 Genomes","HG03514","Control","Female","AFR","ESN"
"1000 Genomes","HG03515","Control","Male","AFR","ESN"
"1000 Genomes","HG03517","Control","Female","AFR","ESN"
"1000 Genomes","HG03518","Control","Male","AFR","ESN"
"1000 Genomes","HG03520","Control","Female","AFR","ESN"
"1000 Genomes","HG03521","Control","Male","AFR","ESN"
"1000 Genomes","HG02938","Control","Male","AFR","ESN"
"1000 Genomes","HG02941","Control","Male","AFR","ESN"
"1000 Genomes","HG02943","Control","Female","AFR","ESN"
"1000 Genomes","HG02944","Control","Male","AFR","ESN"
"1000 Genomes","HG02946","Control","Female","AFR","ESN"
"1000 Genomes","HG02947","Control","Male","AFR","ESN"
"1000 Genomes","HG02952","Control","Female","AFR","ESN"
"1000 Genomes","HG02953","Control","Male","AFR","ESN"
"1000 Genomes","HG02968","Control","Male","AFR","ESN"
"1000 Genomes","HG02970","Control","Female","AFR","ESN"
"1000 Genomes","HG02971","Control","Male","AFR","ESN"
"1000 Genomes","HG02973","Control","Male","AFR","ESN"
"1000 Genomes","HG02974","Control","Female","AFR","ESN"
"1000 Genomes","HG02976","Control","Female","AFR","ESN"
"1000 Genomes","HG02977","Control","Male","AFR","ESN"
"1000 Genomes","HG02979","Control","Female","AFR","ESN"
"1000 Genomes","HG02981","Control","Male","AFR","ESN"
"1000 Genomes","HG03099","Control","Female","AFR","ESN"
"1000 Genomes","HG03100","Control","Male","AFR","ESN"
"1000 Genomes","HG03103","Control","Male","AFR","ESN"
"1000 Genomes","HG03105","Control","Female","AFR","ESN"
"1000 Genomes","HG03108","Control","Female","AFR","ESN"
"1000 Genomes","HG03109","Control","Male","AFR","ESN"
"1000 Genomes","HG03111","Control","Female","AFR","ESN"
"1000 Genomes","HG03112","Control","Male","AFR","ESN"
"1000 Genomes","HG03114","Control","Female","AFR","ESN"
"1000 Genomes","HG03115","Control","Male","AFR","ESN"
"1000 Genomes","HG03117","Control","Female","AFR","ESN"
"1000 Genomes","HG03118","Control","Male","AFR","ESN"
"1000 Genomes","HG03120","Control","Male","AFR","ESN"
"1000 Genomes","HG03121","Control","Female","AFR","ESN"
"1000 Genomes","HG03123","Control","Female","AFR","ESN"
"1000 Genomes","HG03124","Control","Male","AFR","ESN"
"1000 Genomes","HG03126","Control","Female","AFR","ESN"
"1000 Genomes","HG03127","Control","Male","AFR","ESN"
"1000 Genomes","HG03129","Control","Female","AFR","ESN"
"1000 Genomes","HG03130","Control","Male","AFR","ESN"
"1000 Genomes","HG03132","Control","Female","AFR","ESN"
"1000 Genomes","HG03133","Control","Male","AFR","ESN"
"1000 Genomes","HG03135","Control","Female","AFR","ESN"
"1000 Genomes","HG03136","Control","Male","AFR","ESN"
"1000 Genomes","HG03139","Control","Male","AFR","ESN"
"1000 Genomes","HG03157","Control","Male","AFR","ESN"
"1000 Genomes","HG03159","Control","Female","AFR","ESN"
"1000 Genomes","HG03160","Control","Male","AFR","ESN"
"1000 Genomes","HG03162","Control","Female","AFR","ESN"
"1000 Genomes","HG03163","Control","Male","AFR","ESN"
"1000 Genomes","HG03166","Control","Male","AFR","ESN"
"1000 Genomes","HG03168","Control","Female","AFR","ESN"
"1000 Genomes","HG03169","Control","Male","AFR","ESN"
"1000 Genomes","HG03172","Control","Male","AFR","ESN"
"1000 Genomes","HG03175","Control","Male","AFR","ESN"
"1000 Genomes","HG03189","Control","Female","AFR","ESN"
"1000 Genomes","HG03190","Control","Male","AFR","ESN"
"1000 Genomes","HG03193","Control","Male","AFR","ESN"
"1000 Genomes","HG03195","Control","Female","AFR","ESN"
"1000 Genomes","HG03196","Control","Male","AFR","ESN"
"1000 Genomes","HG03198","Control","Female","AFR","ESN"
"1000 Genomes","HG03199","Control","Male","AFR","ESN"
"1000 Genomes","HG03202","Control","Male","AFR","ESN"
"1000 Genomes","HG03265","Control","Male","AFR","ESN"
"1000 Genomes","HG03267","Control","Female","AFR","ESN"
"1000 Genomes","HG03268","Control","Male","AFR","ESN"
"1000 Genomes","HG03270","Control","Female","AFR","ESN"
"1000 Genomes","HG03271","Control","Male","AFR","ESN"
"1000 Genomes","HG03279","Control","Female","AFR","ESN"
"1000 Genomes","HG03280","Control","Male","AFR","ESN"
"1000 Genomes","HG03291","Control","Female","AFR","ESN"
"1000 Genomes","HG03294","Control","Female","AFR","ESN"
"1000 Genomes","HG03295","Control","Male","AFR","ESN"
"1000 Genomes","HG03297","Control","Female","AFR","ESN"
"1000 Genomes","HG03298","Control","Male","AFR","ESN"
"1000 Genomes","HG03300","Control","Female","AFR","ESN"
"1000 Genomes","HG03301","Control","Male","AFR","ESN"
"1000 Genomes","HG03303","Control","Female","AFR","ESN"
"1000 Genomes","HG03304","Control","Male","AFR","ESN"
"1000 Genomes","HG03311","Control","Male","AFR","ESN"
"1000 Genomes","HG03313","Control","Male","AFR","ESN"
"1000 Genomes","HG03342","Control","Female","AFR","ESN"
"1000 Genomes","HG03343","Control","Male","AFR","ESN"
"1000 Genomes","HG03351","Control","Female","AFR","ESN"
"1000 Genomes","HG03352","Control","Male","AFR","ESN"
"1000 Genomes","HG03354","Control","Female","AFR","ESN"
"1000 Genomes","HG03363","Control","Female","AFR","ESN"
"1000 Genomes","HG03366","Control","Female","AFR","ESN"
"1000 Genomes","HG03367","Control","Male","AFR","ESN"
"1000 Genomes","HG03369","Control","Female","AFR","ESN"
"1000 Genomes","HG03370","Control","Male","AFR","ESN"
"1000 Genomes","HG03372","Control","Female","AFR","ESN"
"1000 Genomes","HG00171","Control","Female","EUR","FIN"
"1000 Genomes","HG00173","Control","Female","EUR","FIN"
"1000 Genomes","HG00174","Control","Female","EUR","FIN"
"1000 Genomes","HG00176","Control","Female","EUR","FIN"
"1000 Genomes","HG00177","Control","Female","EUR","FIN"
"1000 Genomes","HG00178","Control","Female","EUR","FIN"
"1000 Genomes","HG00179","Control","Female","EUR","FIN"
"1000 Genomes","HG00180","Control","Female","EUR","FIN"
"1000 Genomes","HG00181","Control","Male","EUR","FIN"
"1000 Genomes","HG00182","Control","Male","EUR","FIN"
"1000 Genomes","HG00183","Control","Male","EUR","FIN"
"1000 Genomes","HG00185","Control","Male","EUR","FIN"
"1000 Genomes","HG00186","Control","Male","EUR","FIN"
"1000 Genomes","HG00187","Control","Male","EUR","FIN"
"1000 Genomes","HG00188","Control","Male","EUR","FIN"
"1000 Genomes","HG00189","Control","Male","EUR","FIN"
"1000 Genomes","HG00190","Control","Male","EUR","FIN"
"1000 Genomes","HG00266","Control","Female","EUR","FIN"
"1000 Genomes","HG00267","Control","Male","EUR","FIN"
"1000 Genomes","HG00268","Control","Female","EUR","FIN"
"1000 Genomes","HG00269","Control","Female","EUR","FIN"
"1000 Genomes","HG00271","Control","Male","EUR","FIN"
"1000 Genomes","HG00272","Control","Female","EUR","FIN"
"1000 Genomes","HG00273","Control","Male","EUR","FIN"
"1000 Genomes","HG00274","Control","Female","EUR","FIN"
"1000 Genomes","HG00275","Control","Female","EUR","FIN"
"1000 Genomes","HG00276","Control","Female","EUR","FIN"
"1000 Genomes","HG00277","Control","Male","EUR","FIN"
"1000 Genomes","HG00278","Control","Male","EUR","FIN"
"1000 Genomes","HG00280","Control","Male","EUR","FIN"
"1000 Genomes","HG00281","Control","Female","EUR","FIN"
"1000 Genomes","HG00282","Control","Female","EUR","FIN"
"1000 Genomes","HG00284","Control","Male","EUR","FIN"
"1000 Genomes","HG00285","Control","Female","EUR","FIN"
